Sep-02-2020(15:01:51),height::0
Sep-02-2020(15:01:59),height::0
Sep-02-2020(15:01:59),width::0
Sep-02-2020(15:02:00),width::0
Sep-02-2020(15:02:21),height::1
Sep-02-2020(15:02:21),height::1
Sep-02-2020(15:02:21),width::-1
Sep-02-2020(15:02:22),width::1
Sep-02-2020(15:02:22),yaw::1
Sep-02-2020(15:02:23),yaw::-1
Sep-02-2020(15:02:25),roll::1
Sep-02-2020(15:02:25),roll::1
